Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B12 (Cobalamin) (µg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
2016-10-22,"Subway Veggie Delite Sandwich, no mayo","1.00 each - 6"" sub",267.00,0.00,0.00,113.39,0.36,0.17,0.25,4.73,0.80,0.16,82.44,558.52,12.03,33.11,0.48,15.34,232.15,0.17,3.09,47.23,1.03,208.09,311.97,25.08,458.76,1.36,42.53,4.23,28.60,6.97,6.07,11.00,1.40,0.14,1.23,1.38,2.63,0.15,0.12,0.17,0.29,0.52,0.33,0.13,0.34,11.20,0.24,0.09,0.22,0.35
2016-10-22,"Multi grain hot cereal","0.40 cup",56.38,0.00,0.00,99.08,0.12,0.00,0.04,0.80,0.19,0.07,13.49,6.00,0.00,0.00,0.11,0.46,13.14,0.17,0.77,34.38,0.57,72.15,119.58,6.42,126.35,0.50,11.63,2.43,8.39,0.52,0.45,0.00,0.10,0.01,0.18,0.19,0.07,0.00,0.06,0.07,0.11,0.21,0.13,0.04,0.13,2.68,0.10,0.04,0.09,0.13
2016-10-22,"Granola, homemade","0.15 cup, whole pieces",77.96,0.06,0.00,2.16,0.08,0.00,0.03,0.35,0.13,0.05,15.60,61.45,0.15,0.00,1.03,1.84,7.68,0.08,0.58,22.09,0.62,59.98,63.09,4.24,19.43,0.57,9.84,1.17,3.89,4.81,3.84,0.00,1.15,0.06,1.12,1.18,1.25,0.08,0.05,0.04,0.07,0.13,0.09,0.04,0.09,1.80,0.06,0.03,0.06,0.10
2016-10-22,"Milk, whole","0.30 cup",44.65,0.00,0.00,64.51,0.03,0.33,0.12,0.07,0.27,0.03,3.66,118.58,0.00,37.33,0.05,0.22,82.71,0.02,0.02,7.32,0.00,61.49,96.62,2.71,31.48,0.27,3.51,0.00,0.00,3.70,2.38,7.32,0.59,0.05,0.09,0.14,1.37,0.08,0.01,0.07,0.12,0.22,0.19,0.06,0.12,2.31,0.10,0.03,0.12,0.15
2016-10-22,"Nejaime's Lavasch Crisp Flatbread, Restaurant Style Whole Grain (Venus)","1.89 FDA Serving Size",258.46,0.00,0.00,6.54,0.48,0.00,0.24,3.42,0.45,0.12,77.29,3.80,0.52,0.00,1.32,5.22,22.49,0.16,2.41,38.01,1.01,120.26,137.10,22.64,262.83,0.92,41.30,3.89,36.24,0.45,7.81,0.00,4.38,0.62,1.79,2.40,0.67,0.03,0.14,0.16,0.24,0.46,0.19,0.12,0.33,6.72,0.20,0.08,0.18,0.29
2016-10-22,"Palak or saag paneer (spinach and cheese in gravy)","1.00 cup",369.36,0.00,0.00,154.58,0.13,0.50,0.59,1.10,1.37,0.33,137.65,8145.35,15.82,10.24,2.02,334.35,554.54,0.19,3.37,90.46,1.00,330.51,548.92,11.30,453.99,2.12,10.61,2.61,0.55,5.11,29.77,87.92,8.33,0.58,0.68,1.30,18.50,0.85,0.12,0.46,0.94,1.59,1.39,0.42,0.80,17.22,0.74,0.23,0.77,1.21
2016-10-22,"Cake with fruit","0.30 cup",52.16,0.02,0.00,10.55,0.03,0.02,0.03,0.23,0.05,0.01,5.53,42.14,0.37,0.76,0.05,1.90,21.37,0.01,0.22,2.76,0.06,9.70,29.93,1.56,49.88,0.06,10.20,0.24,2.56,7.37,1.11,5.27,0.29,0.01,0.06,0.06,0.65,0.04,0.01,0.01,0.03,0.05,0.03,0.01,0.03,0.64,0.02,0.01,0.02,0.03
2016-10-23,"Tap water","1.00 cup",0.00,0.00,0.00,236.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.11,0.02,0.00,2.37,0.00,0.00,0.00,0.00,9.48,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-10-23,"Subway Veggie Delite Sandwich, no mayo","1.00 each - 6"" sub",267.00,0.00,0.00,113.39,0.36,0.17,0.25,4.73,0.80,0.16,82.44,558.52,12.03,33.11,0.48,15.34,232.15,0.17,3.09,47.23,1.03,208.09,311.97,25.08,458.76,1.36,42.53,4.23,28.60,6.97,6.07,11.00,1.40,0.14,1.23,1.38,2.63,0.15,0.12,0.17,0.29,0.52,0.33,0.13,0.34,11.20,0.24,0.09,0.22,0.35
2016-10-23,"Cake with fruit","0.60 cup",104.32,0.04,0.00,21.10,0.06,0.03,0.06,0.45,0.09,0.01,11.06,84.29,0.74,1.52,0.10,3.79,42.74,0.02,0.44,5.52,0.12,19.41,59.85,3.13,99.75,0.11,20.40,0.47,5.11,14.73,2.21,10.55,0.58,0.01,0.11,0.12,1.31,0.08,0.02,0.03,0.05,0.09,0.05,0.03,0.06,1.27,0.04,0.02,0.04,0.06
2016-10-23,"Planet Sub, sandwich, submarine, tofu, 6""","1.00 Each",149.00,0.00,,,,,,,,,,,,,,,,,,,,,,,442.00,,7.00,3.00,3.00,1.00,10.00,0.00,4.00,,,1.00,1.00,0.00,,,,,,,,6.00,,,,
2016-10-23,"Baguette","0.50 regular - about 9"" long",206.72,0.00,0.00,25.08,0.54,0.00,0.32,3.66,0.35,0.08,93.48,0.00,0.00,0.00,0.16,0.53,39.52,0.12,2.97,24.32,0.44,79.80,88.92,21.74,457.52,0.79,39.43,1.67,33.61,3.51,1.84,0.00,0.28,0.05,0.60,0.65,0.40,0.00,0.18,0.16,0.28,0.52,0.22,0.12,0.37,8.17,0.22,0.09,0.14,0.33
2016-10-23,"Brown rice, steamed","1.00 cup",248.45,0.00,0.00,141.94,0.36,0.00,0.14,5.17,0.77,0.25,18.18,0.00,0.00,0.00,0.34,0.40,6.06,0.21,1.13,78.78,1.97,208.05,173.72,11.72,8.08,1.43,51.67,3.23,50.07,0.48,1.96,0.00,0.75,0.02,0.72,0.74,0.53,0.00,0.06,0.13,0.22,0.43,0.20,0.12,0.27,5.53,0.19,0.07,0.20,0.31
2016-10-23,"Yogurt, plain, whole milk","0.50 cup",74.73,0.00,0.00,107.68,0.04,0.45,0.17,0.09,0.48,0.04,8.58,121.28,0.61,2.45,0.11,0.26,148.23,0.01,0.06,14.70,0.00,116.38,189.88,2.70,56.35,0.72,5.71,0.00,0.00,5.71,3.98,15.93,1.09,0.03,0.08,0.11,2.57,0.09,0.04,0.11,0.23,0.43,0.38,0.12,0.23,4.25,0.17,0.02,0.21,0.35
2016-10-23,"Ghee, Deep brand 100% pure cow ghee","0.50 Teaspoon",22.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,7.50,,,,,1.50,,,,,,,,,,,,,
2016-10-24,"Subway Veggie Delite Sandwich, no mayo","1.00 each - 6"" sub",267.00,0.00,0.00,113.39,0.36,0.17,0.25,4.73,0.80,0.16,82.44,558.52,12.03,33.11,0.48,15.34,232.15,0.17,3.09,47.23,1.03,208.09,311.97,25.08,458.76,1.36,42.53,4.23,28.60,6.97,6.07,11.00,1.40,0.14,1.23,1.38,2.63,0.15,0.12,0.17,0.29,0.52,0.33,0.13,0.34,11.20,0.24,0.09,0.22,0.35
2016-10-24,"Vegetable soup, plain, homemade","1.00 cup",96.93,0.00,0.00,253.08,0.26,0.00,0.10,1.41,0.61,0.29,52.98,2751.85,34.97,0.00,0.95,58.57,57.51,0.16,1.04,35.87,0.35,77.97,472.83,1.81,189.97,0.55,19.16,4.24,8.27,5.09,1.72,0.00,0.35,0.16,0.76,0.92,0.28,0.01,0.04,0.07,0.12,0.18,0.17,0.04,0.12,3.11,0.12,0.04,0.08,0.15
2016-10-24,"Wheat bread","3.00 thin slice - 4 1/4"" x 4"" x 3/8""",160.20,0.00,0.00,21.12,0.25,0.00,0.15,3.37,0.49,0.07,51.00,1.20,0.12,0.00,0.11,2.94,79.80,0.10,2.09,27.00,0.71,89.40,106.20,17.28,304.80,0.71,29.21,2.40,21.61,3.55,1.94,0.00,0.36,0.08,0.82,0.90,0.47,0.02,0.08,0.08,0.13,0.23,0.11,0.05,0.16,6.43,0.10,0.05,0.08,0.16
2016-10-24,"Butter, unsalted","0.50 tbsp",50.86,0.00,0.00,1.27,0.00,0.01,0.00,0.00,0.01,0.00,0.21,177.27,0.00,0.73,0.16,0.50,1.70,0.00,0.00,0.14,0.00,1.70,1.70,0.07,0.78,0.01,0.00,0.00,0.00,0.00,5.75,15.25,1.66,0.02,0.13,0.21,3.58,0.23,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00
2016-10-24,"Nejaime's Lavasch Crisp Flatbread, Restaurant Style Whole Grain (Venus)","0.94 FDA Serving Size",129.23,0.00,0.00,3.27,0.24,0.00,0.12,1.71,0.22,0.06,38.64,1.90,0.26,0.00,0.66,2.61,11.25,0.08,1.21,19.00,0.51,60.13,68.55,11.32,131.41,0.46,20.65,1.95,18.12,0.22,3.90,0.00,2.19,0.31,0.89,1.20,0.34,0.01,0.07,0.08,0.12,0.23,0.10,0.06,0.17,3.36,0.10,0.04,0.09,0.14
2016-10-24,"Cabbage, green, cooked","1.00 cup, shredded",34.50,0.00,0.00,138.86,0.09,0.00,0.06,0.37,0.26,0.17,45.00,120.00,56.25,0.00,0.21,163.06,72.00,0.03,0.26,22.50,0.31,49.50,294.01,0.90,12.00,0.30,8.27,2.85,0.00,4.19,0.09,0.00,0.03,0.02,0.01,0.03,0.00,0.00,0.02,0.03,0.05,0.06,0.06,0.02,0.05,1.91,0.05,0.02,0.03,0.06
2016-10-24,"Yogurt, plain, whole milk","0.50 cup",74.73,0.00,0.00,107.68,0.04,0.45,0.17,0.09,0.48,0.04,8.58,121.28,0.61,2.45,0.11,0.26,148.23,0.01,0.06,14.70,0.00,116.38,189.88,2.70,56.35,0.72,5.71,0.00,0.00,5.71,3.98,15.93,1.09,0.03,0.08,0.11,2.57,0.09,0.04,0.11,0.23,0.43,0.38,0.12,0.23,4.25,0.17,0.02,0.21,0.35
2016-10-24,"Tap water","5.00 cup",0.00,0.00,0.00,1183.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.55,0.12,0.00,11.85,0.00,0.00,0.00,0.00,47.40,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-10-25,"Subway Veggie Delite Sandwich, no mayo","1.00 each - 6"" sub",267.00,0.00,0.00,113.39,0.36,0.17,0.25,4.73,0.80,0.16,82.44,558.52,12.03,33.11,0.48,15.34,232.15,0.17,3.09,47.23,1.03,208.09,311.97,25.08,458.76,1.36,42.53,4.23,28.60,6.97,6.07,11.00,1.40,0.14,1.23,1.38,2.63,0.15,0.12,0.17,0.29,0.52,0.33,0.13,0.34,11.20,0.24,0.09,0.22,0.35
2016-10-25,"Tap water","1.00 cup",0.00,0.00,0.00,236.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.11,0.02,0.00,2.37,0.00,0.00,0.00,0.00,9.48,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-10-25,"Tomato soup, homemade","1.00 cup",133.79,0.00,0.00,209.28,0.08,0.04,0.11,1.57,0.29,0.19,22.66,1399.37,32.48,4.59,2.30,15.98,45.73,0.21,1.74,27.23,0.26,76.16,593.03,2.28,799.80,0.46,13.05,2.27,0.09,8.04,8.79,22.11,3.50,0.08,0.45,0.53,4.26,0.22,0.04,0.06,0.10,0.14,0.14,0.03,0.10,3.16,0.10,0.03,0.07,0.10
2016-10-25,"Butter, unsalted","0.50 tbsp",50.86,0.00,0.00,1.27,0.00,0.01,0.00,0.00,0.01,0.00,0.21,177.27,0.00,0.73,0.16,0.50,1.70,0.00,0.00,0.14,0.00,1.70,1.70,0.07,0.78,0.01,0.00,0.00,0.00,0.00,5.75,15.25,1.66,0.02,0.13,0.21,3.58,0.23,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00
2016-10-25,"Sourdough bread","1.00 medium slice - 4"" x 2 1/2"" x 1 3/4""",174.08,0.00,0.00,21.12,0.45,0.00,0.27,3.08,0.29,0.07,78.72,0.00,0.00,0.00,0.13,0.45,33.28,0.10,2.50,20.48,0.37,67.20,74.88,18.30,385.28,0.67,33.20,1.41,28.31,2.96,1.55,0.00,0.23,0.04,0.51,0.55,0.34,0.00,0.15,0.14,0.24,0.44,0.19,0.10,0.31,6.88,0.18,0.08,0.12,0.27
2016-10-25,"Brown rice, steamed","0.75 cup",186.34,0.00,0.00,106.46,0.27,0.00,0.10,3.88,0.58,0.19,13.63,0.00,0.00,0.00,0.26,0.30,4.54,0.16,0.85,59.08,1.48,156.04,130.29,8.79,6.06,1.08,38.75,2.42,37.56,0.36,1.47,0.00,0.56,0.02,0.54,0.55,0.39,0.00,0.05,0.10,0.17,0.32,0.15,0.09,0.20,4.15,0.14,0.05,0.15,0.23
2016-10-25,"Lentils, cooked from dried","0.50 cup, whole pieces",114.84,0.00,0.00,68.94,0.17,0.00,0.07,1.05,0.63,0.18,179.19,7.92,1.48,0.00,0.11,1.68,18.81,0.25,3.30,35.64,0.49,178.20,365.30,2.77,1.98,1.26,19.93,5.80,13.27,0.39,0.38,0.00,0.06,0.04,0.14,0.17,0.05,0.00,0.12,0.25,0.39,0.65,0.62,0.08,0.44,8.93,0.32,0.08,0.24,0.44
2016-10-25,"Cake with fruit","0.40 cup",69.54,0.03,0.00,14.07,0.04,0.02,0.04,0.30,0.06,0.01,7.37,56.19,0.49,1.02,0.07,2.53,28.49,0.01,0.29,3.68,0.08,12.94,39.90,2.08,66.50,0.08,13.60,0.32,3.41,9.82,1.47,7.03,0.39,0.01,0.07,0.08,0.87,0.05,0.01,0.02,0.03,0.06,0.04,0.02,0.04,0.85,0.03,0.01,0.03,0.04
2016-10-26,"Subway Egg Sandwich","0.60 each - 6"" sub",216.94,0.00,0.00,58.52,0.23,0.54,0.37,2.71,0.95,0.10,57.02,256.73,0.16,50.15,0.54,3.55,164.88,0.09,2.12,28.76,0.57,185.69,168.67,27.69,500.48,1.15,24.46,1.90,17.07,4.02,7.76,136.62,2.36,0.13,1.42,1.56,2.78,0.09,0.19,0.23,0.48,0.79,0.59,0.25,0.49,11.86,0.39,0.12,0.36,0.56
2016-10-26,"Tap water","1.00 cup",0.00,0.00,0.00,236.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.11,0.02,0.00,2.37,0.00,0.00,0.00,0.00,9.48,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-10-26,"Mustard greens, cooked, boiled, drained, with salt","1.00 cup, chopped",36.40,,,128.49,0.06,,0.09,0.61,0.17,0.14,12.60,14751.80,35.42,,2.49,829.78,165.20,0.14,1.22,18.20,,58.80,226.80,0.84,352.80,0.21,6.31,2.80,1.54,1.97,0.66,,0.15,0.03,0.03,0.06,0.02,,,,,,,,,3.58,,,,
2016-10-26,"Butternut squash soup","1.00 cup",134.63,0.00,0.00,209.07,0.12,0.01,0.04,1.57,0.62,0.27,20.55,10702.84,15.13,0.98,1.10,4.91,46.87,0.17,0.71,34.99,0.24,54.79,443.96,0.70,749.82,0.35,28.09,4.07,16.56,4.87,2.23,6.11,0.56,0.05,0.14,0.19,1.29,0.07,0.03,0.05,0.09,0.13,0.12,0.03,0.09,1.98,0.09,0.03,0.07,0.11
2016-10-26,"Cinnamon bread","3.50 slice - 4 1/2"" x 4 1/4"" x 1/2""",242.06,0.00,0.00,33.14,0.49,0.00,0.22,4.35,0.49,0.08,101.01,0.91,0.00,0.00,0.20,0.18,131.04,0.09,3.29,20.93,0.49,89.18,114.66,20.02,445.90,0.67,44.97,2.46,33.82,5.16,3.03,0.00,0.55,0.15,1.30,1.46,0.64,0.02,0.14,0.16,0.25,0.49,0.22,0.12,0.35,8.05,0.21,0.09,0.21,0.30
2016-10-26,"Nejaime's Lavasch Crisp Flatbread, Restaurant Style Whole Grain (Venus)","0.94 FDA Serving Size",129.23,0.00,0.00,3.27,0.24,0.00,0.12,1.71,0.22,0.06,38.64,1.90,0.26,0.00,0.66,2.61,11.25,0.08,1.21,19.00,0.51,60.13,68.55,11.32,131.41,0.46,20.65,1.95,18.12,0.22,3.90,0.00,2.19,0.31,0.89,1.20,0.34,0.01,0.07,0.08,0.12,0.23,0.10,0.06,0.17,3.36,0.10,0.04,0.09,0.14
2016-10-26,"Cabbage, green, cooked","1.00 cup, shredded",34.50,0.00,0.00,138.86,0.09,0.00,0.06,0.37,0.26,0.17,45.00,120.00,56.25,0.00,0.21,163.06,72.00,0.03,0.26,22.50,0.31,49.50,294.01,0.90,12.00,0.30,8.27,2.85,0.00,4.19,0.09,0.00,0.03,0.02,0.01,0.03,0.00,0.00,0.02,0.03,0.05,0.06,0.06,0.02,0.05,1.91,0.05,0.02,0.03,0.06
2016-10-26,"Yogurt, plain, whole milk","0.50 cup",74.73,0.00,0.00,107.68,0.04,0.45,0.17,0.09,0.48,0.04,8.58,121.28,0.61,2.45,0.11,0.26,148.23,0.01,0.06,14.70,0.00,116.38,189.88,2.70,56.35,0.72,5.71,0.00,0.00,5.71,3.98,15.93,1.09,0.03,0.08,0.11,2.57,0.09,0.04,0.11,0.23,0.43,0.38,0.12,0.23,4.25,0.17,0.02,0.21,0.35
2016-10-27,"Tap water","3.00 cup",0.00,0.00,0.00,710.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.33,0.07,0.00,7.11,0.00,0.00,0.00,0.00,28.44,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-10-27,"Fried egg sandwich","1.00 sandwich",228.04,0.00,0.00,56.43,0.30,0.56,0.38,2.42,0.97,0.10,77.53,366.13,0.00,43.51,0.76,3.25,97.68,0.06,2.40,16.56,0.28,135.47,126.91,26.40,422.02,0.90,25.29,1.35,18.59,3.42,8.94,186.50,3.19,0.18,1.94,2.13,2.40,0.15,0.22,0.23,0.48,0.80,0.57,0.26,0.52,10.72,0.42,0.12,0.37,0.55
2016-10-27,"Vegetables, broccoli and cauliflower, frozen, boiled, drained","1.00 250ml",46.66,0.00,0.00,179.53,0.09,0.00,0.13,0.75,0.36,0.21,68.90,2354.76,69.50,0.00,1.36,109.23,66.47,0.07,0.99,28.31,0.46,77.13,310.54,2.44,40.89,0.42,8.86,4.89,1.55,2.42,0.32,0.00,0.02,,,0.15,0.05,0.00,0.04,0.09,0.18,0.23,0.24,0.06,0.15,4.59,0.16,0.05,0.10,0.22
2016-10-27,"Potatoes, pan fried","0.30 cup, chopped",96.06,0.00,0.00,56.68,0.07,0.00,0.01,0.96,0.37,0.20,6.59,2.31,5.41,0.00,0.07,3.18,6.05,0.12,0.23,14.67,0.11,29.30,240.31,0.22,175.83,0.20,14.65,1.51,11.57,0.62,3.82,0.00,2.08,0.03,0.60,0.64,0.99,0.84,0.02,0.03,0.05,0.08,0.08,0.02,0.06,1.25,0.05,0.02,0.05,0.07
2016-10-27,"Pumpkin bread","1.00 slice - 4 1/2"" x 2 1/2"" x 1/2""",126.09,0.00,0.00,18.25,0.08,0.05,0.08,0.63,0.15,0.02,16.09,1705.80,0.46,4.15,0.31,3.27,11.13,0.03,0.69,5.37,0.13,23.97,39.93,4.95,157.01,0.14,21.30,0.67,7.30,13.13,3.91,19.33,1.47,0.02,0.38,0.40,1.66,0.35,0.04,0.04,0.07,0.13,0.07,0.04,0.09,1.75,0.06,0.02,0.06,0.08
2016-10-27,"Brown rice, steamed","1.00 cup",248.45,0.00,0.00,141.94,0.36,0.00,0.14,5.17,0.77,0.25,18.18,0.00,0.00,0.00,0.34,0.40,6.06,0.21,1.13,78.78,1.97,208.05,173.72,11.72,8.08,1.43,51.67,3.23,50.07,0.48,1.96,0.00,0.75,0.02,0.72,0.74,0.53,0.00,0.06,0.13,0.22,0.43,0.20,0.12,0.27,5.53,0.19,0.07,0.20,0.31
2016-10-27,"Yogurt, plain, whole milk","0.50 cup",74.73,0.00,0.00,107.68,0.04,0.45,0.17,0.09,0.48,0.04,8.58,121.28,0.61,2.45,0.11,0.26,148.23,0.01,0.06,14.70,0.00,116.38,189.88,2.70,56.35,0.72,5.71,0.00,0.00,5.71,3.98,15.93,1.09,0.03,0.08,0.11,2.57,0.09,0.04,0.11,0.23,0.43,0.38,0.12,0.23,4.25,0.17,0.02,0.21,0.35
2016-10-28,"Biscuit, homemade","1.50 small - 2"" diameter",181.62,0.00,0.00,16.50,0.19,0.08,0.14,1.40,0.16,0.02,30.70,29.06,0.03,7.49,0.10,4.22,97.78,0.04,1.24,7.18,0.16,67.62,69.88,8.32,199.73,0.24,19.81,0.71,17.43,1.62,10.12,1.22,5.42,0.05,1.57,1.67,2.70,2.15,0.05,0.07,0.11,0.21,0.10,0.06,0.15,2.92,0.09,0.04,0.10,0.13
2016-10-28,"Scrambled egg, plain","1.00 medium egg used - 1 whole egg or 2 egg whites",94.14,0.00,0.00,46.04,0.03,0.56,0.25,0.04,0.67,0.06,20.18,368.93,0.03,45.12,0.61,3.37,39.16,0.01,0.53,5.98,0.01,89.06,75.67,13.97,344.30,0.53,1.17,0.00,0.00,1.20,7.08,166.18,2.79,0.10,1.20,1.31,2.06,0.16,0.13,0.15,0.33,0.52,0.44,0.19,0.32,6.02,0.29,0.07,0.25,0.37
2016-10-28,"Tap water","1.00 cup",0.00,0.00,0.00,236.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.11,0.02,0.00,2.37,0.00,0.00,0.00,0.00,9.48,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-10-28,"Subway Veggie Delite Sandwich, no mayo","1.00 each - 6"" sub",267.00,0.00,0.00,113.39,0.36,0.17,0.25,4.73,0.80,0.16,82.44,558.52,12.03,33.11,0.48,15.34,232.15,0.17,3.09,47.23,1.03,208.09,311.97,25.08,458.76,1.36,42.53,4.23,28.60,6.97,6.07,11.00,1.40,0.14,1.23,1.38,2.63,0.15,0.12,0.17,0.29,0.52,0.33,0.13,0.34,11.20,0.24,0.09,0.22,0.35
2016-10-28,"Croissant, chocolate","1.00 medium - 4 1/2"" diameter",317.87,0.00,7.49,24.84,0.30,0.17,0.24,2.02,0.34,0.04,52.57,482.50,0.03,18.22,0.50,2.01,34.44,0.13,1.87,23.40,0.31,78.64,113.07,13.01,76.79,0.58,34.48,1.74,22.69,10.04,18.62,56.61,5.53,0.07,0.62,0.84,11.17,0.57,0.09,0.12,0.21,0.38,0.21,0.10,0.26,5.11,0.17,0.06,0.18,0.25
2016-10-28,"Pita bread, white","0.50 extra large - 8 1/2"" diameter",156.75,0.00,0.00,18.30,0.34,0.00,0.19,2.64,0.23,0.02,60.99,0.00,0.00,0.00,0.17,0.11,49.02,0.10,1.49,14.82,0.27,55.29,68.40,15.45,305.52,0.48,31.75,1.25,29.94,0.74,0.68,0.00,0.06,0.01,0.29,0.30,0.09,0.00,0.11,0.11,0.20,0.36,0.12,0.09,0.25,5.19,0.15,0.06,0.15,0.22
2016-10-28,"Falafel, made with barbanzo beans (chickpeas)","3.00 patty - approx 2 1/4"" diameter",188.21,0.00,0.00,42.65,0.09,0.08,0.09,0.61,0.26,0.08,37.18,67.46,0.46,6.22,0.93,17.77,28.54,0.14,1.03,15.33,0.48,63.90,83.61,10.88,124.96,0.46,17.92,3.30,13.30,2.02,10.91,26.64,2.52,0.62,5.03,5.65,1.72,0.05,0.09,0.13,0.23,0.38,0.31,0.09,0.27,5.22,0.19,0.06,0.15,0.24
2016-10-29,"Tap water","1.00 cup",0.00,0.00,0.00,236.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.11,0.02,0.00,2.37,0.00,0.00,0.00,0.00,9.48,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-10-29,"Amy's Burrito, Breakfast","1.00 package - each 6 oz",255.39,0.00,0.00,93.39,0.31,0.00,0.11,2.50,0.41,0.25,65.68,139.46,5.95,0.00,1.45,9.42,138.96,0.37,2.65,84.99,2.01,237.09,404.05,32.50,539.52,1.64,38.72,5.74,27.78,2.74,7.16,0.00,1.96,0.27,2.73,2.99,1.56,0.02,0.21,0.30,0.48,0.88,0.54,0.19,0.63,11.88,0.40,0.15,0.36,0.57
2016-10-29,"Nejaime's Lavasch Crisp Flatbread, Restaurant Style Whole Grain (Venus)","1.51 FDA Serving Size",206.77,0.00,0.00,5.23,0.38,0.00,0.19,2.74,0.36,0.09,61.83,3.04,0.42,0.00,1.05,4.17,17.99,0.12,1.93,30.41,0.81,96.21,109.68,18.11,210.26,0.74,33.04,3.11,28.99,0.36,6.25,0.00,3.50,0.49,1.43,1.92,0.54,0.02,0.11,0.13,0.19,0.37,0.16,0.09,0.27,5.38,0.16,0.07,0.15,0.23
2016-10-29,"Trader Joe's, palak paneer, frozen","1.60 x 0.5 Package",400.00,0.00,,,,,,,,,,2000.00,1.92,,,,480.00,,4.32,,,,,,1280.00,,12.80,4.80,1.60,6.40,30.40,24.00,,,,,9.60,0.00,,,,,,,,17.60,,,,
2016-10-29,"Cake with fruit","0.50 cup",86.93,0.03,0.00,17.59,0.05,0.03,0.05,0.38,0.08,0.01,9.22,70.24,0.62,1.27,0.09,3.16,35.62,0.01,0.37,4.60,0.10,16.17,49.88,2.61,83.13,0.10,17.00,0.40,4.26,12.28,1.84,8.79,0.48,0.01,0.09,0.10,1.09,0.07,0.02,0.02,0.04,0.08,0.05,0.02,0.05,1.06,0.03,0.01,0.04,0.05
2016-10-29,"Kettle Potato Chips, Sea Salt","1.00 bag - single serving - each 1 oz",148.36,0.00,0.00,0.97,0.08,0.00,0.02,1.05,0.41,0.22,7.20,2.40,5.92,0.00,1.82,7.45,6.65,0.13,0.25,16.03,0.11,32.00,430.40,0.35,115.06,0.22,16.01,1.64,12.64,0.68,9.08,0.00,5.23,0.74,2.25,2.99,0.69,0.04,0.02,0.03,0.06,0.08,0.08,0.02,0.06,1.37,0.05,0.02,0.05,0.08
